Indicator,Year,County,State,FIPS,Rate,Cases,Population
HIV prevalence,2014,Stephens County ,Georgia,13257,135.3,29,"21,431"
HIV prevalence,2014,Stephenson County ,Illinois,17177,112.1,44,"39,247"
HIV prevalence,2014,Steuben County ,Indiana,18151,64.7,19,"29,344"
HIV prevalence,2014,Stevens County ,Kansas,20189,Data suppressed,Data suppressed,null
HIV prevalence,2014,Stewart County ,Georgia,13259,657,34,"5,174"
HIV prevalence,2014,Story County ,Iowa,19169,53.8,45,"83,636"
HIV prevalence,2014,Sullivan County ,Indiana,18153,72.1,13,"18,038"
HIV prevalence,2014,Sumner County ,Kansas,20191,46.5,9,"19,368"
HIV prevalence,2014,Sumter County ,Florida,12119,229.9,248,"107,882"
HIV prevalence,2014,Sumter County ,Georgia,13261,413,107,"25,908"
HIV prevalence,2014,Suwannee County ,Florida,12121,546.3,203,"37,156"
HIV prevalence,2014,Switzerland County ,Indiana,18155,151.2,13,"8,599"
HIV prevalence,2014,Talbot County ,Georgia,13263,270.2,15,"5,550"
HIV prevalence,2014,Taliaferro County ,Georgia,13265,341.4,5,"1,464"
HIV prevalence,2014,Tama County ,Iowa,19171,34.6,5,"14,470"
HIV prevalence,2014,Tattnall County ,Georgia,13267,491.7,105,"21,355"
HIV prevalence,2014,Taylor County ,Florida,12123,940.6,183,"19,455"
HIV prevalence,2014,Taylor County ,Georgia,13269,319.7,23,"7,194"
HIV prevalence,2014,Taylor County ,Iowa,19173,Data suppressed,Data suppressed,null
HIV prevalence,2014,Tazewell County ,Illinois,17179,39.8,45,"113,189"
HIV prevalence,2014,Telfair County ,Georgia,13271,498.4,72,"14,447"
HIV prevalence,2014,Terrell County ,Georgia,13273,450.1,34,"7,553"
HIV prevalence,2014,Teton County ,Idaho,16081,Data suppressed,Data suppressed,null
HIV prevalence,2014,Thomas County ,Georgia,13275,391.9,146,"37,259"
HIV prevalence,2014,Thomas County ,Kansas,20193,Data suppressed,Data suppressed,null
HIV prevalence,2014,Tift County ,Georgia,13277,408.3,136,"33,308"
HIV prevalence,2014,Tippecanoe County ,Indiana,18157,90.6,141,"155,662"
HIV prevalence,2014,Tipton County ,Indiana,18159,Data suppressed,Data suppressed,null
HIV prevalence,2014,Toombs County ,Georgia,13279,326.1,71,"21,772"
HIV prevalence,2014,Towns County ,Georgia,13281,Data suppressed,Data suppressed,null
HIV prevalence,2014,Trego County ,Kansas,20195,Data suppressed,Data suppressed,null
HIV prevalence,2014,Treutlen County ,Georgia,13283,446.5,25,"5,598"
HIV prevalence,2014,Troup County ,Georgia,13285,184.7,105,"56,863"
HIV prevalence,2014,Turner County ,Georgia,13287,467.7,31,"6,627"
HIV prevalence,2014,Twiggs County ,Georgia,13289,167.1,12,"7,181"
HIV prevalence,2014,Twin Falls County ,Idaho,16083,35.7,23,"64,502"
HIV prevalence,2014,Union County ,Florida,12125,2425.9,318,"13,108"
HIV prevalence,2014,Union County ,Georgia,13291,87.2,17,"19,488"
HIV prevalence,2014,Union County ,Illinois,17181,40.3,6,"14,881"
HIV prevalence,2014,Union County ,Indiana,18161,Data suppressed,Data suppressed,null
HIV prevalence,2014,Union County ,Iowa,19175,Data suppressed,Data suppressed,null
HIV prevalence,2014,Upson County ,Georgia,13293,240.4,53,"22,046"
HIV prevalence,2014,Valley County ,Idaho,16085,70.1,6,"8,553"
HIV prevalence,2014,Van Buren County ,Iowa,19177,81.1,5,"6,165"
HIV prevalence,2014,Vanderburgh County ,Indiana,18163,176.2,269,"152,668"
HIV prevalence,2014,Vermilion County ,Illinois,17183,178.8,118,"65,980"
HIV prevalence,2014,Vermillion County ,Indiana,18165,37.7,5,"13,275"
HIV prevalence,2014,Vigo County ,Indiana,18167,229.2,211,"92,052"
HIV prevalence,2014,Volusia County ,Florida,12127,354.2,"1,572","443,777"
HIV prevalence,2014,Wabash County ,Illinois,17185,61.5,6,"9,752"
HIV prevalence,2014,Wabash County ,Indiana,18169,32.8,9,"27,440"
HIV prevalence,2014,Wabaunsee County ,Kansas,20197,Data suppressed,Data suppressed,null
HIV prevalence,2014,Wakulla County ,Florida,12129,499.6,134,"26,818"
HIV prevalence,2014,Walker County ,Georgia,13295,95.6,55,"57,558"
HIV prevalence,2014,Wallace County ,Kansas,20199,Data suppressed,Data suppressed,null
HIV prevalence,2014,Walton County ,Florida,12131,144.6,76,"52,554"
HIV prevalence,2014,Walton County ,Georgia,13297,135.3,97,"71,688"
HIV prevalence,2014,Wapello County ,Iowa,19179,61,18,"29,504"
HIV prevalence,2014,Ware County ,Georgia,13299,464,136,"29,312"
HIV prevalence,2014,Warren County ,Georgia,13301,409.1,19,"4,643"
HIV prevalence,2014,Warren County ,Illinois,17187,Data suppressed,Data suppressed,null
HIV prevalence,2014,Warren County ,Indiana,18171,Data suppressed,Data suppressed,null
HIV prevalence,2014,Warren County ,Iowa,19181,27.8,11,"39,559"
HIV prevalence,2014,Warrick County ,Indiana,18173,59,30,"50,844"
HIV prevalence,2014,Washington County ,Florida,12133,741.9,156,"21,028"
HIV prevalence,2014,Washington County ,Georgia,13303,266.3,46,"17,273"
HIV prevalence,2014,Washington County ,Idaho,16087,Data suppressed,Data suppressed,null
HIV prevalence,2014,Washington County ,Illinois,17189,Data suppressed,Data suppressed,null
HIV prevalence,2014,Washington County ,Indiana,18175,72.8,17,"23,345"
HIV prevalence,2014,Washington County ,Iowa,19183,66.1,12,"18,162"
HIV prevalence,2014,Washington County ,Kansas,20201,Data suppressed,Data suppressed,null
HIV prevalence,2014,Wayne County ,Georgia,13305,308.9,76,"24,602"
HIV prevalence,2014,Wayne County ,Illinois,17191,43.2,6,"13,873"
HIV prevalence,2014,Wayne County ,Indiana,18177,130.5,74,"56,688"
HIV prevalence,2014,Wayne County ,Iowa,19185,Data suppressed,Data suppressed,null
HIV prevalence,2014,Webster County ,Georgia,13307,Data suppressed,Data suppressed,null
HIV prevalence,2014,Webster County ,Iowa,19187,70.1,22,"31,397"
HIV prevalence,2014,Wells County ,Indiana,18179,34.7,8,"23,035"
HIV prevalence,2014,Wheeler County ,Georgia,13309,484,34,"7,025"
HIV prevalence,2014,White County ,Georgia,13311,79.6,19,"23,860"
HIV prevalence,2014,White County ,Illinois,17193,49.8,6,"12,043"
HIV prevalence,2014,White County ,Indiana,18181,98.1,20,"20,392"
HIV prevalence,2014,Whiteside County ,Illinois,17195,10.4,5,"48,003"
HIV prevalence,2014,Whitfield County ,Georgia,13313,160.5,134,"83,468"
HIV prevalence,2014,Whitley County ,Indiana,18183,32.2,9,"27,947"
HIV prevalence,2014,Wichita County ,Kansas,20203,Data suppressed,Data suppressed,null
HIV prevalence,2014,Wilcox County ,Georgia,13315,549.5,42,"7,643"
HIV prevalence,2014,Wilkes County ,Georgia,13317,226,19,"8,407"
HIV prevalence,2014,Wilkinson County ,Georgia,13319,192.8,15,"7,779"
HIV prevalence,2014,Will County ,Illinois,17197,88.4,495,"559,997"
HIV prevalence,2014,Williamson County ,Illinois,17199,95.2,54,"56,746"
HIV prevalence,2014,Wilson County ,Kansas,20205,Data suppressed,Data suppressed,null
HIV prevalence,2014,Winnebago County ,Illinois,17201,159.6,383,"239,903"
HIV prevalence,2014,Winnebago County ,Iowa,19189,Data suppressed,Data suppressed,null
HIV prevalence,2014,Winneshiek County ,Iowa,19191,Data suppressed,Data suppressed,null
HIV prevalence,2014,Woodbury County ,Iowa,19193,107.4,89,"82,845"
HIV prevalence,2014,Woodford County ,Illinois,17203,61.7,20,"32,436"
HIV prevalence,2014,Woodson County ,Kansas,20207,Data suppressed,Data suppressed,null
HIV prevalence,2014,Worth County ,Georgia,13321,273.8,48,"17,532"
HIV prevalence,2014,Worth County ,Iowa,19195,Data suppressed,Data suppressed,null
HIV prevalence,2014,Wright County ,Iowa,19197,46.6,5,"10,736"
HIV prevalence,2014,Wyandotte County ,Kansas,20209,269,344,"127,878"
HIV diagnoses,2014,Adams County ,Colorado,8001,9.9,38,"382,813"
HIV diagnoses,2014,Alameda County ,California,6001,15.3,208,"1,360,940"
HIV diagnoses,2014,Alamosa County ,Colorado,8003,Data suppressed,Data suppressed,"13,364"
HIV diagnoses,2014,Aleutians East Borough ,Alaska,2013,Data suppressed,Data suppressed,"3,102"
HIV diagnoses,2014,Aleutians West Census Area ,Alaska,2016,Data suppressed,Data suppressed,"5,248"
HIV diagnoses,2014,Alpine County ,California,6003,Data suppressed,Data suppressed,956
HIV diagnoses,2014,Amador County ,California,6005,Data suppressed,Data suppressed,"32,889"
HIV diagnoses,2014,Anchorage Municipality ,Alaska,2020,9.8,24,"245,260"
HIV diagnoses,2014,Apache County ,Arizona,4001,15.8,9,"56,931"
HIV diagnoses,2014,Arapahoe County ,Colorado,8005,11.6,59,"509,873"
HIV diagnoses,2014,Archuleta County ,Colorado,8007,Data suppressed,Data suppressed,"10,625"
HIV diagnoses,2014,Arkansas County ,Arkansas,5001,Data suppressed,Data suppressed,"15,500"
HIV diagnoses,2014,Ashley County ,Arkansas,5003,Data suppressed,Data suppressed,"17,447"
HIV diagnoses,2014,Autauga County ,Alabama,1001,13.1,6,"45,771"
HIV diagnoses,2014,Baca County ,Colorado,8009,Data suppressed,Data suppressed,"3,084"
HIV diagnoses,2014,Baldwin County ,Alabama,1003,9.5,16,"168,633"
HIV diagnoses,2014,Barbour County ,Alabama,1005,Data suppressed,Data suppressed,"22,665"
HIV diagnoses,2014,Baxter County ,Arkansas,5005,Data suppressed,Data suppressed,"35,665"
HIV diagnoses,2014,Bent County ,Colorado,8011,Data suppressed,Data suppressed,"5,144"
HIV diagnoses,2014,Benton County ,Arkansas,5007,7.2,14,"195,156"
HIV diagnoses,2014,Bethel Census Area ,Alaska,2050,Data suppressed,Data suppressed,"13,133"
HIV diagnoses,2014,Bibb County ,Alabama,1007,Data suppressed,Data suppressed,"19,260"
HIV diagnoses,2014,Blount County ,Alabama,1009,10.4,5,"48,124"
HIV diagnoses,2014,Boone County ,Arkansas,5009,Data suppressed,Data suppressed,"31,218"
HIV diagnoses,2014,Boulder County ,Colorado,8013,2.2,6,"268,848"
HIV diagnoses,2014,Bradley County ,Arkansas,5011,Data suppressed,Data suppressed,"9,129"
HIV diagnoses,2014,Bristol Bay Borough ,Alaska,2060,Data suppressed,Data suppressed,816
HIV diagnoses,2014,Broomfield County ,Colorado,8014,Data suppressed,Data suppressed,"50,993"
HIV diagnoses,2014,Bullock County ,Alabama,1011,131.2,12,"9,146"
HIV diagnoses,2014,Butler County ,Alabama,1013,Data suppressed,Data suppressed,"16,888"
HIV diagnoses,2014,Butte County ,California,6007,4.2,8,"191,729"
HIV diagnoses,2014,Calaveras County ,California,6009,Data suppressed,Data suppressed,"39,361"
HIV diagnoses,2014,Calhoun County ,Alabama,1015,6.1,6,"97,890"
HIV diagnoses,2014,Calhoun County ,Arkansas,5013,Data suppressed,Data suppressed,"4,534"
HIV diagnoses,2014,Carroll County ,Arkansas,5015,Data suppressed,Data suppressed,"23,399"
HIV diagnoses,2014,Chaffee County ,Colorado,8015,Data suppressed,Data suppressed,"16,407"
HIV diagnoses,2014,Chambers County ,Alabama,1017,41.5,12,"28,894"
HIV diagnoses,2014,Cherokee County ,Alabama,1019,Data suppressed,Data suppressed,"22,339"
HIV diagnoses,2014,Cheyenne County ,Colorado,8017,Data suppressed,Data suppressed,"1,512"
HIV diagnoses,2014,Chicot County ,Arkansas,5017,Data suppressed,Data suppressed,"9,309"
HIV diagnoses,2014,Chilton County ,Alabama,1021,Data suppressed,Data suppressed,"36,285"
HIV diagnoses,2014,Choctaw County ,Alabama,1023,Data suppressed,Data suppressed,"11,428"
HIV diagnoses,2014,Clark County ,Arkansas,5019,Data suppressed,Data suppressed,"19,579"
HIV diagnoses,2014,Clarke County ,Alabama,1025,Data suppressed,Data suppressed,"21,108"
HIV diagnoses,2014,Clay County ,Alabama,1027,Data suppressed,Data suppressed,"11,543"
HIV diagnoses,2014,Clay County ,Arkansas,5021,Data suppressed,Data suppressed,"12,988"
HIV diagnoses,2014,Clear Creek County ,Colorado,8019,Data suppressed,Data suppressed,"8,147"
HIV diagnoses,2014,Cleburne County ,Alabama,1029,Data suppressed,Data suppressed,"12,606"
HIV diagnoses,2014,Cleburne County ,Arkansas,5023,Data suppressed,Data suppressed,"22,119"
HIV diagnoses,2014,Cleveland County ,Arkansas,5025,Data suppressed,Data suppressed,"7,062"
HIV diagnoses,2014,Cochise County ,Arizona,4003,4.7,5,"106,578"
HIV diagnoses,2014,Coconino County ,Arizona,4005,9.5,11,"115,940"
HIV diagnoses,2014,Coffee County ,Alabama,1031,Data suppressed,Data suppressed,"42,411"
HIV diagnoses,2014,Colbert County ,Alabama,1033,Data suppressed,Data suppressed,"46,222"
HIV diagnoses,2014,Columbia County ,Arkansas,5027,Data suppressed,Data suppressed,"20,475"
HIV diagnoses,2014,Colusa County ,California,6011,Data suppressed,Data suppressed,"17,041"
HIV diagnoses,2014,Conecuh County ,Alabama,1035,Data suppressed,Data suppressed,"10,758"
HIV diagnoses,2014,Conejos County ,Colorado,8021,Data suppressed,Data suppressed,"6,670"
HIV diagnoses,2014,Contra Costa County ,California,6013,11.4,106,"928,089"
HIV diagnoses,2014,Conway County ,Arkansas,5029,Data suppressed,Data suppressed,"17,618"
HIV diagnoses,2014,Coosa County ,Alabama,1037,Data suppressed,Data suppressed,"9,438"
HIV diagnoses,2014,Costilla County ,Colorado,8023,Data suppressed,Data suppressed,"3,094"
HIV diagnoses,2014,Covington County ,Alabama,1039,Data suppressed,Data suppressed,"31,933"
HIV diagnoses,2014,Craighead County ,Arkansas,5031,5.9,5,"84,164"
HIV diagnoses,2014,Crawford County ,Arkansas,5033,9.8,5,"50,927"
HIV diagnoses,2014,Crenshaw County ,Alabama,1041,Data suppressed,Data suppressed,"11,705"
HIV diagnoses,2014,Crittenden County ,Arkansas,5035,27.8,11,"39,591"
HIV diagnoses,2014,Cross County ,Arkansas,5037,Data suppressed,Data suppressed,"14,241"
HIV diagnoses,2014,Crowley County ,Colorado,8025,Data suppressed,Data suppressed,"5,083"
HIV diagnoses,2014,Cullman County ,Alabama,1043,7.3,5,"68,300"
HIV diagnoses,2014,Custer County ,Colorado,8027,Data suppressed,Data suppressed,"3,937"
HIV diagnoses,2014,Dale County ,Alabama,1045,56,23,"41,074"
HIV diagnoses,2014,Dallas County ,Alabama,1047,23.4,8,"34,244"
HIV diagnoses,2014,Dallas County ,Arkansas,5039,Data suppressed,Data suppressed,"6,564"
HIV diagnoses,2014,Dekalb County ,Alabama,1049,Data suppressed,Data suppressed,"58,487"
HIV diagnoses,2014,Del Norte County ,California,6015,Data suppressed,Data suppressed,"23,019"
HIV diagnoses,2014,Delta County ,Colorado,8029,Data suppressed,Data suppressed,"25,649"
HIV diagnoses,2014,Denali Borough ,Alaska,2068,Data suppressed,Data suppressed,"1,648"
HIV diagnoses,2014,Denver County ,Colorado,8031,26.4,147,"557,547"
HIV diagnoses,2014,Desha County ,Arkansas,5041,Data suppressed,Data suppressed,"9,934"
HIV diagnoses,2014,Dillingham Census Area ,Alaska,2070,Data suppressed,Data suppressed,"3,818"
HIV diagnoses,2014,District Of Columbia ,District of Columbia,11001,73.1,417,"570,359"
HIV diagnoses,2014,Dolores County ,Colorado,8033,Data suppressed,Data suppressed,"1,684"
HIV diagnoses,2014,Douglas County ,Colorado,8035,3.6,9,"252,369"
HIV diagnoses,2014,Drew County ,Arkansas,5043,Data suppressed,Data suppressed,"15,777"
HIV diagnoses,2014,Eagle County ,Colorado,8037,11.4,5,"44,040"
HIV diagnoses,2014,El Dorado County ,California,6017,Data suppressed,Data suppressed,"157,291"
HIV diagnoses,2014,El Paso County ,Colorado,8041,6.8,37,"542,657"
HIV diagnoses,2014,Elbert County ,Colorado,8039,Data suppressed,Data suppressed,"20,671"
HIV diagnoses,2014,Elmore County ,Alabama,1051,8.8,6,"67,904"
HIV diagnoses,2014,Escambia County ,Alabama,1053,Data suppressed,Data suppressed,"31,798"
HIV diagnoses,2014,Etowah County ,Alabama,1055,8,7,"87,552"
HIV diagnoses,2014,Fairbanks North Star Borough ,Alaska,2090,Data suppressed,Data suppressed,"81,135"
HIV diagnoses,2014,Fairfield County ,Connecticut,9001,12.6,100,"791,241"
HIV diagnoses,2014,Faulkner County ,Arkansas,5045,15,15,"100,034"
HIV diagnoses,2014,Fayette County ,Alabama,1057,Data suppressed,Data suppressed,"14,303"
HIV diagnoses,2014,Franklin County ,Alabama,1059,Data suppressed,Data suppressed,"26,048"
HIV diagnoses,2014,Franklin County ,Arkansas,5047,Data suppressed,Data suppressed,"14,840"
HIV diagnoses,2014,Fremont County ,Colorado,8043,Data suppressed,Data suppressed,"41,046"
HIV diagnoses,2014,Fresno County ,California,6019,14.7,112,"761,908"
HIV diagnoses,2014,Fulton County ,Arkansas,5049,Data suppressed,Data suppressed,"10,414"
HIV diagnoses,2014,Garfield County ,Colorado,8045,Data suppressed,Data suppressed,"46,518"
HIV diagnoses,2014,Garland County ,Arkansas,5051,18.1,15,"82,731"
HIV diagnoses,2014,Geneva County ,Alabama,1061,Data suppressed,Data suppressed,"22,479"
HIV diagnoses,2014,Gila County ,Arizona,4007,Data suppressed,Data suppressed,"45,267"
HIV diagnoses,2014,Gilpin County ,Colorado,8047,Data suppressed,Data suppressed,"5,036"
HIV diagnoses,2014,Glenn County ,California,6021,Data suppressed,Data suppressed,"22,642"
HIV diagnoses,2014,Graham County ,Arizona,4009,Data suppressed,Data suppressed,"30,153"
HIV diagnoses,2014,Grand County ,Colorado,8049,Data suppressed,Data suppressed,"12,581"
HIV diagnoses,2014,Grant County ,Arkansas,5053,Data suppressed,Data suppressed,"15,140"
HIV diagnoses,2014,Greene County ,Alabama,1063,70,5,"7,144"
HIV diagnoses,2014,Greene County ,Arkansas,5055,Data suppressed,Data suppressed,"36,028"
HIV diagnoses,2014,Greenlee County ,Arizona,4011,Data suppressed,Data suppressed,"7,460"
HIV diagnoses,2014,Gunnison County ,Colorado,8051,Data suppressed,Data suppressed,"13,658"
HIV diagnoses,2014,Haines Borough ,Alaska,2100,Data suppressed,Data suppressed,"2,237"
HIV diagnoses,2014,Hale County ,Alabama,1065,55.2,7,"12,687"
HIV diagnoses,2014,Hartford County ,Connecticut,9003,9.6,73,"761,677"
HIV diagnoses,2014,Hempstead County ,Arkansas,5057,Data suppressed,Data suppressed,"18,020"
HIV diagnoses,2014,Henry County ,Alabama,1067,Data suppressed,Data suppressed,"14,666"
HIV diagnoses,2014,Hinsdale County ,Colorado,8053,Data suppressed,Data suppressed,675
HIV diagnoses,2014,Hoonah-Angoon Census Area ,Alaska,2105,Data suppressed,Data suppressed,"1,796"
HIV diagnoses,2014,Hot Spring County ,Arkansas,5059,21.2,6,"28,365"
HIV diagnoses,2014,Houston County ,Alabama,1069,Data suppressed,Data suppressed,"86,645"
HIV diagnoses,2014,Howard County ,Arkansas,5061,Data suppressed,Data suppressed,"10,948"
HIV diagnoses,2014,Huerfano County ,Colorado,8055,Data suppressed,Data suppressed,"5,734"
HIV diagnoses,2014,Humboldt County ,California,6023,6,7,"115,788"
HIV diagnoses,2014,Imperial County ,California,6025,12.7,18,"142,136"
HIV diagnoses,2014,Independence County ,Arkansas,5063,Data suppressed,Data suppressed,"30,717"
HIV diagnoses,2014,Inyo County ,California,6027,Data suppressed,Data suppressed,"15,657"
HIV diagnoses,2014,Izard County ,Arkansas,5065,Data suppressed,Data suppressed,"11,798"
HIV diagnoses,2014,Jackson County ,Alabama,1071,Data suppressed,Data suppressed,"44,712"
HIV diagnoses,2014,Jackson County ,Arkansas,5067,Data suppressed,Data suppressed,"14,952"
HIV diagnoses,2014,Jackson County ,Colorado,8057,Data suppressed,Data suppressed,"1,230"
HIV diagnoses,2014,Jefferson County ,Alabama,1073,27.6,152,"550,034"
HIV diagnoses,2014,Jefferson County ,Arkansas,5069,23.2,14,"60,404"
HIV diagnoses,2014,Jefferson County ,Colorado,8059,4.6,22,"476,832"
HIV diagnoses,2014,Johnson County ,Arkansas,5071,Data suppressed,Data suppressed,"21,329"
